Main_Topic,Unit,Topic_Title,Sub_Topic
PRODUCT ENGINEERING,Module 79: Product Leadership & Organization,79.2 Product Strategy & Leadership,"Stakeholder management: building trust, managing expectations, saying no gracefully"
PRODUCT ENGINEERING,Module 79: Product Leadership & Organization,79.2 Product Strategy & Leadership,Influencing without authority: frameworks for cross-functional persuasion
PRODUCT ENGINEERING,Module 79: Product Leadership & Organization,79.2 Product Strategy & Leadership,"Product culture: customer obsession, data-informed decisions, experimentation mindset"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.1 SQL Fundamentals,"SQL overview: history, ANSI standards, SQL dialects (PostgreSQL, MySQL, SQL Server, Oracle, SQLite)"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.1 SQL Fundamentals,"DDL: CREATE, ALTER, DROP, TRUNCATE — table design, constraints, data types"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.1 SQL Fundamentals,"DML: SELECT, INSERT, UPDATE, DELETE, MERGE/UPSERT"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.1 SQL Fundamentals,"Filtering: WHERE, AND, OR, NOT, IN, BETWEEN, LIKE, IS NULL"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.1 SQL Fundamentals,"Sorting and limiting: ORDER BY, LIMIT/OFFSET, FETCH FIRST, TOP"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.1 SQL Fundamentals,"Aggregate functions: COUNT, SUM, AVG, MIN, MAX, GROUP BY, HAVING"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.1 SQL Fundamentals,"String functions: CONCAT, SUBSTRING, TRIM, UPPER, LOWER, REPLACE, LENGTH"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.1 SQL Fundamentals,"Date/time functions: DATEADD, DATEDIFF, EXTRACT, DATE_TRUNC, NOW(), CURRENT_TIMESTAMP"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,"80.2 Joins, Subqueries & Set Operations","INNER JOIN, LEFT/RIGHT OUTER JOIN, FULL OUTER JOIN, CROSS JOIN, SELF JOIN"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,"80.2 Joins, Subqueries & Set Operations","JOIN optimization: index usage, join order, hash vs. nested loop vs. merge joins"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,"80.2 Joins, Subqueries & Set Operations","Subqueries: correlated vs. uncorrelated, scalar, row, table subqueries"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,"80.2 Joins, Subqueries & Set Operations",EXISTS vs. IN: performance implications and use cases
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,"80.2 Joins, Subqueries & Set Operations","Common Table Expressions (CTEs): WITH clause, recursive CTEs for hierarchies"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,"80.2 Joins, Subqueries & Set Operations","Set operations: UNION, UNION ALL, INTERSECT, EXCEPT"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,"80.2 Joins, Subqueries & Set Operations","Derived tables, lateral joins, and table-valued functions"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.3 Window Functions & Advanced SQL,"Window functions: ROW_NUMBER, RANK, DENSE_RANK, NTILE"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.3 Window Functions & Advanced SQL,"Aggregate windows: SUM, AVG, COUNT OVER (PARTITION BY ... ORDER BY ...)"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.3 Window Functions & Advanced SQL,"Frame specification: ROWS BETWEEN, RANGE BETWEEN, UNBOUNDED PRECEDING/FOLLOWING"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.3 Window Functions & Advanced SQL,"LAG, LEAD, FIRST_VALUE, LAST_VALUE, NTH_VALUE for time-series analysis"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.3 Window Functions & Advanced SQL,PIVOT and UNPIVOT: cross-tabulation and reshaping data
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.3 Window Functions & Advanced SQL,"JSON/JSONB functions: extraction, aggregation, indexing (PostgreSQL, MySQL 8+)"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.3 Window Functions & Advanced SQL,"Full-text search: tsvector, tsquery, GIN indexes (PostgreSQL)"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.3 Window Functions & Advanced SQL,"Stored procedures, user-defined functions, triggers, and views"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.3 Window Functions & Advanced SQL,"Materialized views: precomputed query results, refresh strategies"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.4 Performance Tuning & Database Administration,EXPLAIN / EXPLAIN ANALYZE: reading query execution plans
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.4 Performance Tuning & Database Administration,"Indexing strategies: B-tree, Hash, GIN, GiST, BRIN, partial indexes, covering indexes"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.4 Performance Tuning & Database Administration,"Query optimization: index scans vs. seq scans, join strategies, cost estimation"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.4 Performance Tuning & Database Administration,"Partitioning: range, list, hash partitioning for large tables"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.4 Performance Tuning & Database Administration,"Connection pooling: PgBouncer, ProxySQL, HikariCP"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.4 Performance Tuning & Database Administration,"Transaction management: ACID properties, isolation levels (READ COMMITTED, REPEATABLE READ, SERIALIZABLE)"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.4 Performance Tuning & Database Administration,"Deadlock detection and prevention, lock management"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.4 Performance Tuning & Database Administration,"Backup and recovery: pg_dump, pg_restore, point-in-time recovery, WAL archiving"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.4 Performance Tuning & Database Administration,"Replication: streaming replication, logical replication, read replicas"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.5 SQL for Data Science & Analytics,"Analytical queries: cohort analysis, funnel analysis, retention curves in SQL"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.5 SQL for Data Science & Analytics,"Rolling averages, cumulative sums, running totals using window functions"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.5 SQL for Data Science & Analytics,Sessionization and user behavior analysis with SQL
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.5 SQL for Data Science & Analytics,A/B testing analysis: statistical significance calculations in SQL
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.5 SQL for Data Science & Analytics,"ETL patterns in SQL: staging tables, incremental loads, SCD (Slowly Changing Dimensions)"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.5 SQL for Data Science & Analytics,"dbt (data build tool): SQL-based transformations, models, tests, documentation"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.5 SQL for Data Science & Analytics,"SQL in data warehouses: BigQuery SQL, Redshift SQL, Snowflake SQL dialects"
ADVANCED AI & DATA TECHNOLOGIES,Module 80: SQL & Relational Database Mastery,80.5 SQL for Data Science & Analytics,"SQL interview preparation: common patterns, optimization challenges, real-world scenarios"
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.1 LLM Foundations & Architecture,Evolution of language models: n-grams → RNNs → Transformers → LLMs
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.1 LLM Foundations & Architecture,"Transformer architecture recap: self-attention, multi-head attention, positional encoding"
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.1 LLM Foundations & Architecture,"Decoder-only models (GPT family), Encoder-only (BERT family), Encoder-Decoder (T5, BART)"
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.1 LLM Foundations & Architecture,"Tokenization deep dive: BPE, WordPiece, SentencePiece, Unigram, tiktoken"
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.1 LLM Foundations & Architecture,"Scaling laws: Chinchilla scaling, compute-optimal training, data vs. parameter scaling"
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.1 LLM Foundations & Architecture,"Pre-training objectives: next-token prediction, masked language modeling, denoising"
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.1 LLM Foundations & Architecture,"Training infrastructure: distributed training, data parallelism, tensor parallelism, pipeline parallelism"
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.1 LLM Foundations & Architecture,"Mixture of Experts (MoE): sparse models, routing, expert specialization (Mixtral, Switch Transformer)"
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.2 Major LLM Families & Open-Source Models,"OpenAI GPT series: GPT-3, GPT-3.5, GPT-4, GPT-4o, GPT-4 Turbo — capabilities and limitations"
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.2 Major LLM Families & Open-Source Models,"Anthropic Claude series: Claude 3 (Haiku, Sonnet, Opus), Claude 3.5, Claude 4 — constitutional AI"
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.2 Major LLM Families & Open-Source Models,"Google Gemini family: Gemini Pro, Ultra, Nano — multimodal capabilities"
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.2 Major LLM Families & Open-Source Models,"Meta Llama series: Llama 2, Llama 3, Llama 3.1 — open-weight models"
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.2 Major LLM Families & Open-Source Models,"Mistral AI: Mistral 7B, Mixtral 8x7B, Mistral Large — efficient open models"
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.2 Major LLM Families & Open-Source Models,"DeepSeek, Qwen, Yi, Phi — emerging competitive open-source models"
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.2 Major LLM Families & Open-Source Models,"Multimodal LLMs: GPT-4V, Gemini, LLaVA, Claude vision — text + image understanding"
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.2 Major LLM Families & Open-Source Models,"Model comparison: benchmarks (MMLU, HumanEval, GPQA, MATH), cost, latency, context window"
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.3 Prompt Engineering & Advanced Techniques,"Zero-shot, one-shot, few-shot prompting: principles and best practices"
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.3 Prompt Engineering & Advanced Techniques,"Chain-of-Thought (CoT) prompting: step-by-step reasoning, self-consistency"
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.3 Prompt Engineering & Advanced Techniques,"Tree-of-Thought (ToT): branching reasoning paths, backtracking"
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.3 Prompt Engineering & Advanced Techniques,ReAct prompting: combining reasoning and acting with tool use
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.3 Prompt Engineering & Advanced Techniques,Prompt chaining: breaking complex tasks into sequential LLM calls
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.3 Prompt Engineering & Advanced Techniques,"System prompts: persona design, behavioral guardrails, output formatting"
ADVANCED AI & DATA TECHNOLOGIES,Module 81: Large Language Models (LLMs) — Deep Dive,81.3 Prompt Engineering & Advanced Techniques,"Structured output: JSON mode, function calling, XML tags, constrained generation"
